"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: household sector borrowers, of which: male borrowers","FCRODCHM_PE_NUM","Indicator Unit","Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Alternate Publication Codes","E-Library Concept: FCRODCS, Unit: PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Code","FCRODCS_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Concept","Number of Borrowers, Other Depository Corporations, Commercial banks, of which: small and medium enterprises, Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator CTS Code","FCRODCS_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Definition","The number of resident SMEs which obtained loans from commercial banks.",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers, Private Enterprises, Number",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Mobile","18",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Name","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator SDMX Code","FCRODCS_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator SDMX Name","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Short Name","Borrowers from commercial banks: o/w SME borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Source Code","FCRODCS_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Source Code - Collection","_A1z._F._.|Number of Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Source Code - Dissemination","_A1Z._F._.|Number of Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Source Code - EDD","FCRODCS|PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Commercial banks, of which: SME borrowers","FCRODCS_PE_NUM","Indicator Unit","Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Alternate Publication Codes","E-Library Concept: FCRODU, Unit: PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Code","FCRODU_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Concept","Number of Borrowers, Other Depository Corporations, Credit unions and financial cooperatives, Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator CTS Code","FCRODU_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Definition","The number of resident customers that are nonfinancial corporations (public and private) and households who obtained loans from credit unions and financial cooperatives.",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, Private Enterprises, Number",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Mobile","20",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Name","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator SDMX Code","FCRODU_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator SDMX Name","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Short Name","Borrowers from credit unions and credit cooperatives",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Source Code","FCRODU_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Source Code - Collection","_A2.._F._.|Number of Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Source Code - Dissemination","_A2.._F._.|Number of Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Source Code - EDD","FCRODU|PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives","FCRODU_PE_NUM","Indicator Unit","Number of",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator Alternate Publication Codes","E-Library Concept: FCRODUH, Unit: PER",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator Code","FCRODUH_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator Concept","Number of Borrowers, Other Depository Corporations, Credit unions and financial cooperatives, of which: households, Persons",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator CTS Code","FCRODUH_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator Definition","The number of resident households who obtained loans from credit unions and financial cooperatives.",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers, Private Enterprises, Number",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator Mobile","22",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator Name","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator SDMX Code","FCRODUH_PE_NUM",""
"Financial Access Survey (FAS)","FAS","","","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers","FCRODUH_PE_NUM","Indicator SDMX Name","Use of Financial Services, Number of Borrowers, Credit unions and credit cooperatives, of which: household sector borrowers",""
